list_item_id,job_id,list_item,parent,code / label 1,code / label 2,code / label 3,code / label 4
18705,1058,Must be fluent in both written and spoken English,Skills and Experience Requirements,,,,
18725,1060,Assisting with writing technical proposals,Position Responsibilities,,,,
18732,1060,Excellent verbal and written communication skills,Preferred Qualifications,,,,
18777,1063,Excellent verbal and written communication skills.,Minimum Qualifications,,,,
18814,1065,"Strong written & verbal communications skills, and good interpersonal skills",ESSENTIAL KNOWLEDGE AND SKILLS,,,,
18885,1068,"Excellent communication skills (including oral, written, and relationship building).",Knowledge and Skills:,,,,
18917,1071,"Design, program and debug PC & embedded software applications to assist in the automated verification and validation of IOT IC products and writing debugging test scripts to help our Thread SQA team by automating Thread Test harnesses.","What Youâ€™ll DoProjects are specifically tailored to each intern, ensuring a meaningful contribution to both your skillset and Silicon Labs. Here are just a few of the challenges you might get to tackle:",,,,
18918,1071,"Write firmware for products that support multiple digital radio broadcasting standards, for various geographic regions, such as DAB/DAB+ (Europe, Australia), DMB (S. Korea), HD-Radio (US), DRM (India, Brazil, S. Africa), and CDR (China).","What Youâ€™ll DoProjects are specifically tailored to each intern, ensuring a meaningful contribution to both your skillset and Silicon Labs. Here are just a few of the challenges you might get to tackle:",,,,
19060,1078,"Strong oral and written communication skills with excellent organization, planning and implementation skills.",Self-driven with positive attitude and should be result oriented.,,,,
19214,1084,Sufficient verbal and written communication skills necessary to effectively collaborate in a team environment and present and explain technical information.,Qualifications,,,,
19302,1090,"You have industry experience with writing production level code (e.g., Python, Scala, PySpark, Java) and taking ML models/ algorithms to production. Preference for 5+ years of industry experience (without PhD); at least 4+ years of industry experience with PhD. This is not an entry level / new college graduate role.",What we care about:,,,,
19449,1099,Excellent written and oral communication skills,REQUIREMENTS:,,,,
19558,1104,"Excellent organizational, verbal and written communication skills",,,,,
19603,1106,"You have industry experience with writing production level code (e.g., Python, Scala, PySpark, Java) and taking ML models/ algorithms to production. Preference for 5+ years of industry experience (without PhD); at least 4+ years of industry experience with PhD. This is not an entry level / new college graduate role.",What we care about:,,,,
19635,1108,Write efficient T-SQL.,,,,,
19640,1108,Excellent written and Oral communication skills,Qualifications,,,,
19667,1110,"Write high-quality, well-tested server-side code that run smoothly in production",Key responsibilities,,,,
19706,1112,You thrive on teamwork and have excellent verbal and written communication skills,Who You Are:,,,,
19715,1112,"Experience writing complicated database SQL queries (Oracle, PostgresQL, Hive, etc).",Preferred Technical and Professional Expertise,,,,
19750,1115,"Should be able to write basic SQL queries using DDL, DML, and DQL statements.","Entry-level experience in Data Modeling and databases such as MS SQL Server, Oracle, MySQL, DB2, MS Access, etc.",,,,
19756,1115,Must possess excellent written and verbal communication skills for both technical and non-technical audiences.,Must have a strong work ethic and proactive learner.,,,,
19926,1123,Excellent verbal and written communication skills and problem solving skills.,Skills and Abilities,,,,
19970,1126,"Must have strong problem-solving skills, business acumen, and demonstrated excellent oral and written communication skills",Basic Qualifications:,,,,
19996,1128,Strong written and verbal communication skills,Ability to run experiments scientifically and analyze results.,,,,
20064,1129,Excellent written and verbal communication skills are required.,Qualifications and Education Requirements,,,,
20068,1129,"Ability to write reports, business correspondence, and procedure manuals.",Qualifications and Education Requirements,,,,
20072,1129,Experience writing Ruby on Rails,SKILLS IN THE FOLLOWING AREAS ARE CONSIDERED A PLUS,,,,
20073,1129,Experience writing Python Scripts,SKILLS IN THE FOLLOWING AREAS ARE CONSIDERED A PLUS,,,,
20105,1131,Writing production-quality software in Python and R to implement predictive models and business logic in business software,,,,,
20114,1132,Work extensively towards SQL Server development in writing core TSQL scripts to implement complex business logics.,Business Intelligence Developer (Fast track),,,,
20140,1133,Help write and optimize in-application SQL statements.,**Responsibilities,,,,
20159,1133,Work extensively towards SQL Server development in writing core TSQL scripts to implement complex business logic.,Provide technical guidance for design and implementation of data governance systems and policy.,,,,
20219,1134,Support with updating and writing documentation to ensure a sustainable and collaborative knowledge-base,REQUIRED:,,,,
20306,1140,Excellent verbal and written communication skills,Requirements,,,,
20363,1143,Strong verbal and written communication skills,Skills and Abilities,,,,
20442,1147,"Participating in client data calls, working with clients to determine reporting requirements, and writing technical documentation",The successful candidate will be accountable to:,,,,
20453,1147,Strong written and verbal communication on complex subject matters,"Experience, Education & Training:",,,,
20466,1148,Write thorough and detailed case documentation to meet objectives for Case Quality and Customer Satisfaction scores,ESSENTIAL DUTIES AND RESPONSIBILITIES,,,,
20494,1148,"Ability to read, write, and speak fluent English",Other Requirements,,,,
20495,1148,"You will score bonus points if you can also read, write, and speak another language such as French or German",Other Requirements,,,,
20516,1149,Good oral and written communications skills.,Technical Skills,,,,
20517,1149,Write portions of detailed specifications for the development of system components of moderate complexity.,,,,,
20579,1154,Excellent communication skills (in both written and verbal).,Required Education/Experience/Skills:,,,,
20645,1156,"Exceptionally strong communication skills, including written, verbal and listening which can be deployed successfully when addressing entry level Colleagues to management to senior executives. This includes the ability to speak confidently in both business and technological surroundings and appropriately transliterate between the two.",,,,,
20672,1158,Superior communication (verbal and written) and interpersonal skills,Personal Work Attributes,,,,
20701,1160,Working with SQL and writing SQL reports,,,,,
20712,1161,Understanding of internal business segment (stakeholders) and possess strong written and communication skills.,The ideal candidate should exhibit the following behavioral traits:,,,,
20758,1164,Have effective oral and written communication skills,"An individual must be able to perform essential duties satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",,,,
20763,1164,"Ability to read, analyze, and interpret professional / technical journals, scientific literature, procedures, and government regulations. Ability to write routine reports and business correspondence. Ability to communicate well with individuals at all levels of the organization.","An individual must be able to perform essential duties satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",,,,
20787,1164,"Communicates project status, through verbal and written reports and schedules, to management.",Product Development:,,,,
20847,1167,Ability to read and write detailed reports,"General Security responsibilities include, but are not limited to:",,,,
20900,1170,Strong verbal and written communication skills,"Performing engineering work in water and wastewater treatment and conveyance infrastructureWork on engineering planning and design projectsPrepare reportsDevelop plans and specificationsPrepare cost estimates for various water and wastewater projectsSystem modelingPermitting and alternative analysisPreparation of technical memoranda, reports and electronic deliverablesData entry and analysisProvide engineering services during constructionParticipate in field activities such as pilot testing",,,,
20919,1172,Strong verbal and written communication skills,Job seekers without chemistry or engineering degrees need not apply,,,,
20920,1172,"All applicants will be required to undergo a written chemistry problem solving test and an in-lab evaluation at our facility in Plant City, FL.",Strong verbal and written communication skills,,,,
20990,1175,Communication: Presentations of assigned projects to customers require the ability to clearly express ideas in both oral and written formats.,COMPETENCIES:,,,,
21033,1178,Strong interpersonal skills with good written and oral presentation skills for interfacing with engineering staff.,,,,,
21054,1179,Deal with problems involving several concrete variables in standardized situations; apply common sense understanding to carry out instructions furnished in written or oral form.,SKILLS/KNOWELDGE/ABILITIES:,,,,
21057,1179,"Excellent verbal and written English communication skills to read and comprehend highly complex instructions, procedures and/or correspondence while working in a cross cultural/functional matrix organization.",SKILLS/KNOWELDGE/ABILITIES:,,,,
21173,1185,Effective verbal and written communication skills with ability to prepare and present technical data and report on engineering concepts to team members.,Required Qualifications,,,,
21205,1187,"You have industry experience with writing production level code (e.g., Python, Golang, Scala, PySpark, Java) and taking ML models/ algorithms to production. We develop real products and you need to be an expert in coding.",What we care about:,,,,
21214,1187,"Experience with building machine learning serving infrastructure, writing production level code, and deploying Machine Learning models to production.",Required Qualifications:,,,,
21254,1189,"Strong communication (oral and written), interpersonal and facilitation skills.",KNOWLEDGE & SKILLS,,,,
21268,1190,Excellent verbal and written communication skills.,Preferred Qualifications:,,,,
21283,1191,Excellent verbal and written communication skills.,Preferred Qualifications:,,,,
21301,1192,Excellent verbal and written communication skills.,Preferred Qualifications:,,,,
21335,1194,"Excellent verbal/written communication skills, including technical writing for summarizing data and findings, writing process and equipment specifications and work instructions",Qualifications:,,,,
21370,1196,Demonstrate excellent communication skills in order to present and explain findings and solutions,Key Accountabilities & Responsibilities,,,,
21400,1198,Strong verbal and written communication skills,Basic Qualifications,,,,
21470,1203,"Communication and Presentation â€“ Explains results of analysis to team members, trains business users on decision support tools, develops training materials. Uses data visualization to aid communication.",Responsibilities,,,,
21480,1203,Strong written and verbal communication skills.,Qualifications,,,,
21610,1208,"Team player with a proactive attitude, the ability to be productive in a dynamic / collaborative environment (e.g.., open seating arrangement) and strong oral and written communication skills","Required Education, Experience, & Skills",,,,
21629,1209,Write and edit technical specifications based on conceptual design and stated business requirements,Essential Functions:,,,,
21676,1212,written communication,Desired Skills and Experience:,,,,
21850,1220,Excellent verbal and written communication skills.,Preferred Qualifications:,,,,
21855,1221,"Collects and prepares data/information, performs detailed engineering calculations, and writes formal engineering/technical reports.",Essential Functions:,,,,
21908,1223,"Ability to read, write, speak, and understand English.",LANGUAGE SKILLS,,,,
21909,1223,Excellent written and verbal communication skills. Ability to articulate technical information with use of proper grammar skills.,LANGUAGE SKILLS,,,,
21912,1223,Excellent oral and written communications skills.,JOB SKILLS,,,,
21917,1223,"Ability to explain complex operations and methods clearly and concisely to other employees, suppliers, and customers","Firm understanding of specific manufacturing principles/processes (Metal Fabrication, Machining, Finishing, Electrical Assembly, Wire/Harness Assembly, Electrical Integration, etc.)Excellent oral and written communications skills.Project management skills and experience preferred.Able to lead, participate in, collaborate, and advise cross functional project teams.Able to leverage formal problem-solving training tools such (8D, DMAIC, Six Sigma) preferred.",,,,
21974,1226,"Conveys a sense of urgency, responsiveness and drives issues to completion.","Bachelorâ€™s Degree required. Business, Computer Science, Electrical Engineering, Information Systems, Telecom, Networking, or similar degree (preferred).",,,,
21983,1228,"Write, build, or update scripts and workflows all while maintaining Atlassian best practices",MAJOR RESPONSIBLITIES AND DUTIES,,,,
22011,1229,Write and or provide guidance to the creators of technical specification (CDRXXX-117) for purchased critical components.,Additional Duties:,,,,
22029,1230,"Design, write and test SQL queries and reports using Power BI and/or other statistical analysis/programing.",,,,,
22100,1233,"Assist in developing written reports, oral briefings, publications, and presentation",Specific Duties and Essential Functions,,,,
22113,1233,Effective oral and written communication skills,Skills Required,,,,
22151,1235,"Bilingual in Japanese and English, ability to read, write, and speak",Requirement,,,,
22152,1235,"Strong written, verbal and interpersonal communication skills; ability to work with minimal supervision.",Requirement,,,,
22163,1236,"RequirementsRequirementsConditions of EmploymentAppointment may be subject to a suitability or fitness determination, as determined by a completed background investigation.This position requires the incumbent be able to obtain and maintain a determination of eligibility for a Top Secret SCI security clearance or access for the duration of employment, as such, this position requires random drug testing.This is a Testing Designated Position. This position is subject to a pre-employment screening, and random testing thereafter, to include testing based on reasonable suspicion and testing due to direct involvement with an on-duty accident.Temporary Business Travel is required up to 25% of the time away from the duty station.This position has an acquisition certification requirement. At the DB-02 grade level, the selectee must meet position requirements for certification at Level 2 in the acquisition career field of Engineering within 24 months of entrance on duty.This position has an acquisition certification requirement. At the DB-03 grade level, the selectee must meet position requirements for certification Level 3 in the acquisition career field of Engineering within 24 months of entrance on duty.This is a 6 year Renewable Term position scheduled to last 6 years IAW Federal Register Vol. 82, No. 178. This position may be extended, without limit, in up to six year increments or may be made permanent without further competition.Term employment is subject to a three year trial period. Employees serving a trial period can be removed with limited appeal rights.QualificationsWho May Apply: US CitizensIn order to qualify, you must meet the education and/or experience requirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document.To qualify at the DB-02 (GS-05 grade level): No experience is required, however you must meet the basic education requirements as defined by OPM (listed below).To qualify at the DB-03 (GS-12 grade level): in addition to meeting the basic education requirement listed below, you must have one year of specialized experience equivalent to the DB-02 pay band (GS-11 grade level) or higher equivalency in the Federal Service which includes 1) Performing acquisition lifecycle activities to facilitate the procurement of products, good and/or services needed to meet program/project requirements (such as preparing written documents for acquisition packages, acting as a Contracting Officer Representative, evaluating technical proposals/specifications, etc.) 2) Analyzing engineering/scientific data for use in program/project improvement and/or troubleshooting. 3) Participation as a collaborative member of a team or working group on an engineering/scientific program or project.855 Series Basic Education Requirement for an Electronics Engineer:A. Degree: Bachelor's degree (or higher degree) in engineering. To be acceptable, the program must: (1) lead to a bachelor's degree (or higher degree) in a school of engineering with at least one program accredited by the Accreditation Board for Engineering and Technology (ABET); OR (2) include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics.ORB. Combination of Education and Experience: College-level education, training, and/or technical experience that furnished (1) a thorough knowledge of the physical and mathematical sciences underlying engineering, and (2) a good understanding, both theoretical and practical, of the engineering sciences and techniques and their applications to one of the branches of engineering. The adequacy of such background must be demonstrated by one of the following:1. Professional registration or licensure - Current registration as an Engineer Intern (EI), Engineer in Training (EIT), or licensure as a Professional Engineer (PE) by any State, the District of Columbia, Guam, or Puerto Rico. Absent other means of qualifying under this standard, those applicants who achieved such registration by means other than written test (e.g., State grandfather or eminence provisions) are eligible only for positions that are within or closely related to the specialty field of their registration. For example, an applicant who attains registration through a State Board's eminence provision as a manufacturing engineer typically would be rated eligible only for manufacturing engineering positions.2. Written Test - Evidence of having successfully passed the Fundamentals of Engineering (FE) examination, or any other written test required for professional registration, by an engineering licensure board in the various States, the District of Columbia, Guam, or Puerto Rico.3. Specified academic courses - Successful completion of at least 60 semester hours of courses in the physical, mathematical, and engineering sciences and that included the courses specified in A above. The courses must be fully acceptable toward meeting the requirements of an engineering program.4. Related curriculum - Successful completion of a curriculum leading to a bachelor's degree in an appropriate scientific field, e.g., engineering technology, physics, chemistry, architecture, computer science, mathematics, hydrology, or geology, may be accepted in lieu of a degree in engineering, provided the applicant has had at least 1 year of professional engineering experience acquired under professional engineering supervision and guidance. Ordinarily there should be either an established plan of intensive training to develop professional engineering competence, or several years of prior professional engineering-type experience, e.g., in interdisciplinary positions.EducationFOREIGN EDUCATION: If you are using education completed in foreign colleges or universities to meet the qualification requirements, you must show the education credentials have been evaluated by a private organization that specializes in interpretation of foreign education programs and such education has been deemed equivalent to that gained in an accredited U.S. education program; or full credit has been given for the courses at a U.S. accredited college or university. For further information, visit: http://www.ed.gov/about/offices/list/ous/international/usnei/us/edlite-visitus-forrecog.htmlAdditional informationMale applicants born after December 31, 1959, must complete a Pre-Employment Certification Statement for Selective Service Registration.You will be required to provide proof of U.S. Citizenship.Three year trial/probationary period may be required.Direct Deposit of Pay is required.Selection is subject to restrictions resulting from Department of Defense referral system for displaced employees.If you have retired from federal service and you are interested in employment as a reemployed annuitant, see the information in the Reemployed Annuitant information sheet.This is a Career Program (CP16) - Engineers and Scientists (Non-Construction) position.Multiple positions may be filled from this announcement.Salary includes applicable locality pay or Local Market Supplement.Interagency Career Transition Assistance Program (ICTAP). If you are a Federal employee in the competitive service and your agency has notified you in writing that you are a displaced employee eligible for ICTAP consideration, you may receive selection priority for this position. To receive selection priority, you must: (1) meet ICTAP eligibility criteria (2) be rated well-qualified for the position and; (3) submit the appropriate documentation to support your ICTAP eligibility. To be considered well-qualified and receive selection priority applicants must satisfy all qualification requirements for the position and receive a score of 90 or above. Additional information about the program is on OPM's Career Transition Resources website.If you are unable to apply online or need to fax a document you do not have in electronic form, view the following link for information regarding an Alternate Application.Candidates may be selected at the entry level, DB-02, or the full performance level, DB-03 depending on needs of the organization and qualifications of the selectee(s).This is a 6 year Renewable Term position scheduled to last 6 years IAW Federal Register Vol 82, No. 178. This position may be extended, without limit, in up to six year increments depending upon the needs of management or may be made permanent without further competition.This position is being filled under the Direct Hire Authority (DHA) for Defense STRL Positions authorized by section 1108, NDAA for FY 2009 and section 1107, NDAA for FY 2014.This position is covered under an alternative personnel system known as the Science andTechnology Reinvention Laboratory Management Demonstration Project. The Demonstration Project replaces GS grade levels with occupational families and pay bands. The salary range of the position being filled will not be decreased with the change to pay bands. This position, DB-02 incorporates GS-05 step 1 through GS-11 step 10 grade and salary levels. The full-performance level of this position is DB-03, which incorporates GS-12 step 1 through GS-14 step 10 grade and salary levels.This position has an education requirement, therefore, Official college or university transcript (or copies) must be submitted to be considered eligible.Failure to provide all of the required information as stated in the vacancy announcement may result in an ineligible rating or may affect the overall rating.How You Will Be EvaluatedYou will be evaluated for this job based on how well you meet the qualifications above.Once the announcement has closed, a review of your application package (resume, supporting documents, and responses to the questionnaire) will be used to determine whether you meet the qualification requirements listed on this announcement. If you are minimally qualified, your rÃ©sumÃ© and supporting documentation will be compared against your responses to the assessment questionnaire to determine your level of experience. If, after reviewing your rÃ©sumÃ© and/or supporting documentation, a determination is made that you have inflated your qualifications and/or experience, you may lose consideration for this position. Please follow all instructions carefully when applying, errors or omissions may affect your eligibility.You should list any relevant performance appraisals and incentive awards in your resume as that information may be taken into consideration during the selection process. If selected, you may be required to provide supporting documentation.Basis for Rating: Qualified candidates will be assigned to one of three quality categories: Best Qualified, Highly Qualified and Qualified. Veteran preference eligibles are listed ahead of non-preference eligibles within each quality category.Best Qualified. Candidates in this category possess exceptional skills and experience to exceed well above the minimum requirements for the announced position.Highly Qualified. Candidates in this category possess good skills and experience above the minimum requirements for the announced position.Qualified. Candidates in this category meet the minimum experience requirements for the announced position.Background checks and security clearanceSecurity clearanceSensitive Compartmented InformationDrug test requiredYesPosition sensitivity and riskSpecial-Sensitive (SS)/High RiskTrust determination processSuitability/Fitness",Job family (Series)0855 Electronics EngineeringSimilar jobsElectrical And Electronics Engineers,,,,
22181,1236,"Interagency Career Transition Assistance Program (ICTAP). If you are a Federal employee in the competitive service and your agency has notified you in writing that you are a displaced employee eligible for ICTAP consideration, you may receive selection priority for this position. To receive selection priority, you must: (1) meet ICTAP eligibility criteria (2) be rated well-qualified for the position and; (3) submit the appropriate documentation to support your ICTAP eligibility. To be considered well-qualified and receive selection priority applicants must satisfy all qualification requirements for the position and receive a score of 90 or above. Additional information about the program is on OPM's Career Transition Resources website.",Additional information,,,,
22281,1241,"Ability to read, write, speak, and understand English.",LANGUAGE SKILLS,,,,
22282,1241,Excellent written and verbal communication skills. Ability to articulate technical information with use of proper grammar skills.,LANGUAGE SKILLS,,,,
22285,1241,Excellent oral and written communications skills.,JOB SKILLS,,,,
22290,1241,"Ability to explain complex operations and methods clearly and concisely to other employees, suppliers, and customers",JOB SKILLS,,,,
22329,1242,"Earns the respect of our clients through the demonstration of adaptability, tact, resourcefulness and proactive communications",Client Based:,,,,
22338,1242,Strong written and verbal communication skills are required,Required Qualifications:,,,,
22371,1243,Gather and record information to be used for writing specifications,Your key tasks and responsibilities will be:,,,,
22380,1243,Excellent verbal and written communication skills,"From the moment you join Ramboll, we will support your personal and professional development so that you grow with the company. For this role, we believe your starting point is:",,,,
22420,1246,"Excellent communication skills, both written and verbal.",What skills/attributes should you have?,,,,
22473,1250,Strong written and verbal communication skills with ability to prepare written reports,Minimum Qualifications,,,,
22489,1251,"Project leadership including project management, team collaboration, and oral and written communication skills are required.",Competencies:,,,,
22501,1253,Effective oral and written communication skills;,"Responsibilities will include, but not be limited to:",,,,
22507,1253,Effective in both verbal and written communication;,"To be considered for an entry level position, you must meet the following criteria:",,,,
22524,1255,Above average verbal and written communications skills including experience in procedure and processdocumentation and technical report writing.,SKILLS AND EXPERIENCE:Skills:,,,,
22575,1259,Experience developing technical documentation and writing standard operating procedures,Qualifications,,,,
22578,1259,"Strong verbal and written communication skills, with excellent follow through",Qualifications,,,,
22602,1261,"Major Responsibilities and Duties:Leads engineering activities in support of the design and development of aerospace recovery systemsPerform parachute trajectory and loads analyses using commercial and in-house codes as well as write new simulation codePerform aerodynamic decelerator recovery system configuration development and trade studiesPerform parachute flight test data reduction, analysis, and interpretationPrepares or directs preparation of product or system layout as well as detailed drawings and schematicsConducts and/or leads design reviews, including preparation and presentation of technical review material at major Customer review meetingsSupport the development and advancement of design capabilities and techniquesInterface with program managers, customers, and vendors",Supervisory Responsibilities:Training and coaching of entry level engineers. This position has no direct supervisory responsibilities.,,,,
22639,1263,Communication: Presentations of assigned projects to customers require the ability to clearly express ideas in both oral and written formats.,,,,,
22659,1264,Strong written and oral communication skills to explain and document work,Desired Skills:,,,,
22677,1266,Tabulate and prepare data for written reports.,Essential Roles and Responsibilities:,,,,
22697,1269,Perform research and writes objective summary reports which are used in the completion of the project work or inspection,of a successful candidate include but are not limited to:,,,,
22767,1275,"Be a self-motivated individual, possessing strong interpersonal and communication skills, both written and verbal",Your Capabilities and Credentials,,,,
22913,1285,"Collects and prepares data/information, performs detailed engineering calculations, and writes formal engineering/technical reports.",,,,,
22940,1287,"Provides technical information for review with product engineering teams applying consistent engineering practices, standards, and documentation methods (e.g. structured design process; customer design reviews). Writes supporting documentation for procedures and technical reports.",Major Duties,,,,
22943,1287,"Will communicate frequently with customers to identify new business opportunities, present Verdex product capabilities, and clarify customersâ€™ technical requirements. May write technical proposals for customers by reviewing and interpreting specifications and requirements.",Major Duties,,,,
23011,1291,Excellent written and verbal communication skills in English.,,,,,
23037,1293,Do you have great verbal and written communication skills?,Desired Skills:,,,,
23095,1297,"Demonstrated project management skills, team collaboration, and oral, written and visual communication skills.",Competencies:,,,,
23107,1298,"Demonstrated project management skills, team collaboration, and oral, written and visual communication skills.",Competencies:,,,,
23124,1299,"Demonstrated project management skills, team collaboration, and oral, written and visual communication skills.",Competencies:,,,,
23142,1300,"Report writing, permitting, cost estimating support","Note: See below regarding the nature of this position being a prospecting job.Arcadis is seeking motivated Environmental Engineers in our offices nationwide. This is an entry level opportunity for a dynamic individual looking for career growth in environmental consulting. The position offers an opportunity to learn about a wide variety of environmental projects, work with a great team, and join a successful growing organization with a reputation for high quality work and top notch employees.Position responsibilities may include, but are not limited to:",,,,
23162,1301,Possesses excellent oral and written communication skills.,Relations,,,,
23275,1308,Superior communication (verbal and written) and interpersonal skills,Personal Work Attributes,,,,
23305,1309,"Good interpersonal and communication skills, both verbal and written.",Soft skills,,,,
23315,1312,Write embedded C code for engine controllers and other electromechanical devices,,,,,
23374,1315,Excellent communication skills: verbally and written,Measurement,,,,
23384,1316,You can write operating specifications and provide technical training to wafer fab personnel.,This Job Is For You If,,,,
23397,1316,Excellent verbal and written communication skills.,Job Requirements,,,,
23441,1318,Excellent written and oral communication skills.,,,,,
23487,1321,"Collects and prepares data/information, performs detailed engineering calculations, and writes formal engineering/technical reports.",Essential Functions:,,,,
23529,1323,Excellent written and verbal communication skills are required.,Qualifications and Education Requirements,,,,
23533,1323,"Ability to write reports, business correspondence, and procedure manuals.",Qualifications and Education Requirements,,,,
23537,1323,Experience writing Ruby on Rails,SKILLS IN THE FOLLOWING AREAS ARE CONSIDERED A PLUS,,,,
23538,1323,Experience writing Python Scripts,SKILLS IN THE FOLLOWING AREAS ARE CONSIDERED A PLUS,,,,
23607,1326,Excellent written and oral communication skills with colleagues and clients,MINIMUM QUALIFICATIONS:,,,,
23627,1327,"Project leadership including project management, team collaboration, and oral and written communication skills are required.",Competencies:,,,,
23637,1328,"Analyze the effectiveness of our promotional spend across marketing promotions, groups/university discounts, customer referral discounts, courtesy credits and retention discounts.",,,,,
23643,1328,"You should be able to write intermediate SQL queries on day one, and you should be comfortable with the idea of using a programming language for data analysis (something like Python, R, or even SAS). Python is the primary language used for data analysis inside our business, so talk to us about your experience with pandas to make your application shine!",,,,,
23646,1328,"Youll be able to calculate and report metrics like ROAS, LTV, and incremental value, and you shouldnt have trouble explaining those metrics to people who are unfamiliar with them.",,,,,
23649,1328,"Youll be able to explain complex analyses to both technical and non-technical audiences in creative, informative way",,,,,
23657,1330,"Support deployed automated chemistry analysis systems by designing tests and qualifying new hardware, write technical manual procedures for system operators, train operators to use the system, respond to emergent operator requests for technical assistance, analyze operating data to assess system health, and proactively manage the obsolescence of COTS components by identifying, qualifying, and implementing replacement components.",The Naval Nuclear Laboratory is seeking a motivated individual to work with a multi-disciplined team of skilled engineers and scientists to design and qualify systems that automate chemistry sampling using commercial-off-the-shelf (COTS) chemistry sensors/instrumentation that is deployed in the Naval Nuclear Fleet. In this position you will:,,,,
23715,1335,"Strong organizational and communication skills, both written and verbal, particularly with respect to explaining technical matters.",Qualifications & Skills:,,,,
23733,1336,Strong communication (oral & written) and interpersonal skills,"High attention to detail, accuracy and precision",,,,
23777,1337,Shows very strong written and oral communication skills to all stakeholders.,Additional Qualifications,,,,
23780,1337,Superior communication (verbal and written) and interpersonal skills,Personal Work Attributes,,,,
23834,1338,Email â€“ Exchange,"Ability to undertake performance troubleshooting and tuning on systems, databases & applications",,,,
23863,1338,"Effective verbal communication skills. Active and reflective listening, in-depth questioning skills to foster an immediate customer relationship/connection, ability to explain technical topics in simple terms",Skills & Competencies,,,,
23864,1338,Effective written skills. Writing of Knowledge Management articles; case summary notes to ensure universal understanding for all relevant stakeholders. Meeting facilitation and effective brainstorming/whiteboarding,Skills & Competencies,,,,
23887,1339,"Using advanced knowledge, write and edit construction specifications, planning documents and engineering reports.",Essential Duties and Responsibilities include the following:,,,,
23905,1340,"Candidates shall possess proactive desire to drive best practices for implementing, administering and evolving effective information security and privacy program based initiatives at the Enterprise-level and able to integrate quickly into current efforts, produce high-quality written documentation within established timelines, and apply critical analytic thinking across the diverse field of cloud security and privacy.",,,,,
23936,1340,Writing IAM policies,"IAM (Identity and Access Management) concepts and technologies to secure production and corporate access, such as: SSO, SAML",,,,
23948,1340,Strong oral and written communication skills,,,,,
24059,1345,Excellent oral and written communication skills,You are best equipped for this task if you have:,,,,
24067,1346,Provide clear verbal and written communications to ensure appropriate action is executed.,Job Responsibilities,,,,
24074,1346,"Excellent verbal and written communications skills to work effectively with co-workers, supervisors and customers",Qualifications,,,,
24088,1347,Strong written and verbal communication skills,Qualifications:,,,,
24118,1348,Excellent verbal and written technical communication skills,Personal Work Attributes,,,,
24178,1352,Good verbal and written communication skills,,,,,
24217,1355,Excellent verbal and written communication skills;,,,,,
24276,1358,"Communication - Able to explain complex operations and methods clearly and concisely to other employees, suppliers and customers",JOB SKILLS,,,,
24284,1360,"Translate systems requirements into applications prototypes; plan and design systems and applications architecture; write, debug, and maintain computer code using standardized vocabularies for public health information; determine output media/formats; design user interfaces",:,,,,
24286,1360,"Write professional documentation of work performed for both internal and external consumption including technical presentations, peer reviewed and non-peer reviewed publications",:,,,,
24352,1361,Experience writing technical documents,Ideal candidates will have most of the following skills and experience:,,,,
24354,1361,"Strong organizational, communication (written and spoken), and time management skills.",Ideal candidates will have most of the following skills and experience:,,,,
24379,1364,"Proven project leadership experience including project management, team collaboration, and oral and written communication skills are required and necessary to communicate with the plant, with customers, and to report progress on projects.",,,,,
24386,1364,"BS Degree with a minimum of 7 years of experience, MS with 3+ years of experience plus demonstrated technical judgment/accomplishments, or an entry level PhD in Biological Engineering, Biology, Biochemistry, Materials Engineering, Chemical Engineering, or Polymer Science and Engineering with demonstrated technical judgment/accomplishments, project leadership, team collaboration, and oral and written communication skills.",]]>,,,,
24394,1366,Maintain quality and ensure responsiveness of applications.,Ideal candidates should be able to build prototype and apps from the scratch and explain to colleagues effectively.,,,,
24444,1370,Excellent oral and written communication skills.,Required qualifications to be successful in this role,,,,
24462,1371,Excellent communication both written and verbal,,,,,
24487,1372,Good communication ability (both written and verbal),Requirements,,,,
24498,1374,"Writes or assists in the writing of complex reports (Geo, CMT and/or Environmental).",,,,,
24508,1374,"Assists with communication of work scope changes with clients, preparation of contract change orders, obtaining work scope changes and approvals from clients with written authorizations.",,,,,
24516,1375,"Present results in written documentation, plans and presentations.",Examples of Duties and Responsibilities:,,,,
